empresa;descrição;cidade;protocolo;created_at;status_os;data_encerramento_prot;Nome do Técnico;OLT;Regional;Motivo;Motivo da Pendência;Turno;aging_dias
FiberTech;Reparo de Fibra;Valinhos;20264761661;17/02/2026 15:20:03;Pendente;18/02/2026 01:20:03;Maria Oliveira;OLT-ZTE-10;Valinhos;Reparo de Fibra;Falta de Tempo/Janela;Manhã;1
Conecta+;Reparo de Fibra;Sumaré;20265483723;18/02/2026 00:53:03;Pendente;18/02/2026 02:53:03;Ana Souza;OLT-HUAWEI-4;Sumaré;Reparo de Fibra;Equipamento Defeituoso;Manhã;0
Horizon Telecom;Instalação Nova;Sumaré;20265214192;14/02/2026 05:16:03;Pendente;14/02/2026 14:16:03;Ana Souza;OLT-HUAWEI-10;Sumaré;Instalação Nova;Chuva Forte/Segurança;Manhã;4
Horizon Telecom;Instalação Nova;Valinhos;20269670622;18/02/2026 02:46:03;Pendente;18/02/2026 21:46:03;Maria Oliveira;OLT-HUAWEI-1;Valinhos;Instalação Nova;Chuva Forte/Segurança;Tarde;0
FiberTech;Suporte Wi-Fi;Americana;20269775272;18/02/2026 15:17:03;Pendente;18/02/2026 21:50:03;João Silva;OLT-ZTE-2;Americana;Suporte Wi-Fi;Falta de Tempo/Janela;Tarde;0
Horizon Telecom;Instalação Nova;Campinas;20266970399;16/02/2026 05:06:03;Pendente;17/02/2026 05:06:03;Maria Oliveira;OLT-HUAWEI-8;Campinas;Instalação Nova;Cliente Ausente;Manhã;2
Horizon Telecom;Instalação Nova;Americana;20268320518;05/02/2026 08:50:03;Pendente;06/02/2026 02:50:03;Kevyn Ferrezin;OLT-ZTE-6;Americana;Instalação Nova;Chuva Forte/Segurança;Tarde;13
Conecta+;Suporte Wi-Fi;Hortolândia;20261561698;16/02/2026 20:00:03;Pendente;17/02/2026 08:00:03;Carlos Santos;OLT-NOKIA-5;Hortolândia;Suporte Wi-Fi;Chuva Forte/Segurança;Manhã;2
Horizon Telecom;Mudança de Endereço;Paulínia;20263658319;14/02/2026 02:51:03;Pendente;14/02/2026 21:51:03;Carlos Santos;OLT-ZTE-1;Paulínia;Mudança de Endereço;Cliente Ausente;Manhã;4
Horizon Telecom;Mudança de Endereço;Campinas;20267245749;16/02/2026 16:24:03;Pendente;17/02/2026 09:24:03;Maria Oliveira;OLT-ZTE-6;Campinas;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Tarde;2
Conecta+;Troca de Tecnologia;Valinhos;20268335281;14/02/2026 17:46:03;Pendente;15/02/2026 12:46:03;Carlos Santos;OLT-HUAWEI-10;Valinhos;Troca de Tecnologia;Equipamento Defeituoso;Manhã;4
Horizon Telecom;Suporte Wi-Fi;Americana;20268588497;18/02/2026 19:20:03;Pendente;18/02/2026 21:50:03;Maria Oliveira;OLT-ZTE-8;Americana;Suporte Wi-Fi;Chuva Forte/Segurança;Tarde;0
Conecta+;Troca de Tecnologia;Valinhos;20263743815;17/02/2026 00:05:03;Pendente;17/02/2026 03:05:03;Ana Souza;OLT-HUAWEI-10;Valinhos;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Manhã;1
FiberTech;Troca de Tecnologia;Sumaré;20265114791;15/02/2026 03:36:03;Pendente;15/02/2026 21:36:03;Kevyn Ferrezin;OLT-NOKIA-9;Sumaré;Troca de Tecnologia;Equipamento Defeituoso;Tarde;3
Horizon Telecom;Mudança de Endereço;Valinhos;20268309852;15/02/2026 17:57:03;Pendente;16/02/2026 14:57:03;Maria Oliveira;OLT-ZTE-3;Valinhos;Mudança de Endereço;Falta de Tempo/Janela;Manhã;3
FiberTech;Reparo de Fibra;Americana;20266792388;17/02/2026 00:39:03;Pendente;17/02/2026 21:39:03;João Silva;OLT-ZTE-6;Americana;Reparo de Fibra;Equipamento Defeituoso;Manhã;1
Conecta+;Mudança de Endereço;Paulínia;20264728924;13/02/2026 05:52:03;Pendente;13/02/2026 16:52:03;João Silva;OLT-NOKIA-4;Paulínia;Mudança de Endereço;Cliente Ausente;Manhã;5
FiberTech;Reparo de Fibra;Americana;20264478101;14/02/2026 22:01:03;Pendente;15/02/2026 17:01:03;João Silva;OLT-HUAWEI-1;Americana;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Manhã;3
Horizon Telecom;Instalação Nova;Americana;20265543334;17/02/2026 05:10:03;Pendente;17/02/2026 21:10:03;Carlos Santos;OLT-ZTE-7;Americana;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;1
FiberTech;Troca de Tecnologia;Americana;20263340522;17/02/2026 21:20:03;Pendente;18/02/2026 10:20:03;Ana Souza;OLT-NOKIA-10;Americana;Troca de Tecnologia;Falta de Tempo/Janela;Tarde;1
Conecta+;Reparo de Fibra;Americana;20269836984;17/02/2026 16:09:03;Pendente;17/02/2026 22:09:03;Carlos Santos;OLT-NOKIA-10;Americana;Reparo de Fibra;Chuva Forte/Segurança;Manhã;1
FiberTech;Suporte Wi-Fi;Valinhos;20266279362;17/02/2026 02:50:03;Pendente;17/02/2026 16:50:03;Carlos Santos;OLT-NOKIA-7;Valinhos;Suporte Wi-Fi;Chuva Forte/Segurança;Manhã;1
Conecta+;Troca de Tecnologia;Hortolândia;20265389210;04/02/2026 05:51:03;Pendente;04/02/2026 19:51:03;Ana Souza;OLT-NOKIA-7;Hortolândia;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Manhã;14
Conecta+;Troca de Tecnologia;Paulínia;20267123032;14/02/2026 00:30:03;Pendente;14/02/2026 15:30:03;João Silva;OLT-HUAWEI-3;Paulínia;Troca de Tecnologia;Cliente Ausente;Manhã;4
Horizon Telecom;Instalação Nova;Campinas;20262298996;13/02/2026 02:31:03;Pendente;13/02/2026 12:31:03;Kevyn Ferrezin;OLT-ZTE-1;Campinas;Instalação Nova;Cliente Ausente;Manhã;5
Horizon Telecom;Reparo de Fibra;Campinas;20269446672;18/02/2026 12:22:03;Pendente;18/02/2026 21:50:03;Ana Souza;OLT-ZTE-6;Campinas;Reparo de Fibra;Cliente Ausente;Manhã;0
Conecta+;Troca de Tecnologia;Sumaré;20263860888;18/02/2026 20:00:03;Pendente;18/02/2026 21:50:03;Ana Souza;OLT-NOKIA-2;Sumaré;Troca de Tecnologia;Falta de Tempo/Janela;Tarde;0
Conecta+;Reparo de Fibra;Campinas;20263782030;13/02/2026 19:18:03;Pendente;14/02/2026 04:18:03;João Silva;OLT-NOKIA-3;Campinas;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Tarde;5
Horizon Telecom;Suporte Wi-Fi;Paulínia;20263625345;17/02/2026 19:37:03;Pendente;18/02/2026 01:37:03;Carlos Santos;OLT-HUAWEI-6;Paulínia;Suporte Wi-Fi;Dificuldade Técnica (Poste/Tubulação);Tarde;1
FiberTech;Troca de Tecnologia;Paulínia;20264263855;12/02/2026 17:53:03;Pendente;13/02/2026 08:53:03;Carlos Santos;OLT-ZTE-6;Paulínia;Troca de Tecnologia;Equipamento Defeituoso;Manhã;6
Horizon Telecom;Troca de Tecnologia;Paulínia;20267641308;16/02/2026 07:52:03;Pendente;16/02/2026 17:52:03;Kevyn Ferrezin;OLT-HUAWEI-1;Paulínia;Troca de Tecnologia;Falta de Tempo/Janela;Tarde;2
FiberTech;Troca de Tecnologia;Paulínia;20261885589;16/02/2026 20:59:03;Pendente;17/02/2026 18:59:03;João Silva;OLT-NOKIA-9;Paulínia;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Manhã;2
Conecta+;Instalação Nova;Valinhos;20263474736;13/02/2026 02:55:03;Pendente;13/02/2026 15:55:03;Maria Oliveira;OLT-HUAWEI-7;Valinhos;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;5
Horizon Telecom;Instalação Nova;Sumaré;20265194739;17/02/2026 19:53:03;Pendente;18/02/2026 19:53:03;Ana Souza;OLT-NOKIA-7;Sumaré;Instalação Nova;Chuva Forte/Segurança;Manhã;1
FiberTech;Mudança de Endereço;Sumaré;20261045711;04/02/2026 01:28:03;Pendente;05/02/2026 01:28:03;Kevyn Ferrezin;OLT-ZTE-10;Sumaré;Mudança de Endereço;Cliente Ausente;Tarde;14
Conecta+;Instalação Nova;Paulínia;20261360705;18/02/2026 00:03:03;Pendente;18/02/2026 15:03:03;Carlos Santos;OLT-ZTE-5;Paulínia;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Manhã;0
Horizon Telecom;Troca de Tecnologia;Hortolândia;20268373749;17/02/2026 03:52:03;Pendente;17/02/2026 16:52:03;Maria Oliveira;OLT-NOKIA-3;Hortolândia;Troca de Tecnologia;Cliente Ausente;Tarde;1
Conecta+;Suporte Wi-Fi;Sumaré;20265918029;14/02/2026 00:37:03;Pendente;14/02/2026 21:37:03;Maria Oliveira;OLT-NOKIA-8;Sumaré;Suporte Wi-Fi;Chuva Forte/Segurança;Manhã;4
FiberTech;Troca de Tecnologia;Valinhos;20269038892;18/02/2026 08:37:03;Pendente;18/02/2026 19:37:03;Maria Oliveira;OLT-ZTE-4;Valinhos;Troca de Tecnologia;Cliente Ausente;Tarde;0
Horizon Telecom;Instalação Nova;Valinhos;20263337300;18/02/2026 06:50:03;Pendente;18/02/2026 18:50:03;Carlos Santos;OLT-NOKIA-10;Valinhos;Instalação Nova;Chuva Forte/Segurança;Tarde;0
Horizon Telecom;Reparo de Fibra;Campinas;20265675283;17/02/2026 19:05:03;Pendente;18/02/2026 02:05:03;Carlos Santos;OLT-HUAWEI-7;Campinas;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Tarde;1
FiberTech;Reparo de Fibra;Sumaré;20262998655;18/02/2026 01:58:03;Pendente;18/02/2026 10:58:03;Maria Oliveira;OLT-ZTE-9;Sumaré;Reparo de Fibra;Cliente Ausente;Manhã;0
Conecta+;Instalação Nova;Campinas;20266325382;13/02/2026 17:11:03;Pendente;14/02/2026 04:11:03;Ana Souza;OLT-NOKIA-8;Campinas;Instalação Nova;Equipamento Defeituoso;Tarde;5
FiberTech;Mudança de Endereço;Valinhos;20266968205;12/02/2026 22:21:03;Pendente;13/02/2026 11:21:03;Kevyn Ferrezin;OLT-ZTE-3;Valinhos;Mudança de Endereço;Cliente Ausente;Manhã;5
Conecta+;Troca de Tecnologia;Hortolândia;20269751906;18/02/2026 15:14:03;Pendente;18/02/2026 21:50:03;Maria Oliveira;OLT-NOKIA-6;Hortolândia;Troca de Tecnologia;Chuva Forte/Segurança;Manhã;0
Horizon Telecom;Instalação Nova;Sumaré;20269710071;12/02/2026 05:25:03;Pendente;13/02/2026 05:25:03;Kevyn Ferrezin;OLT-NOKIA-7;Sumaré;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;6
FiberTech;Reparo de Fibra;Campinas;20262722669;16/02/2026 01:18:03;Pendente;16/02/2026 03:18:03;João Silva;OLT-ZTE-8;Campinas;Reparo de Fibra;Chuva Forte/Segurança;Tarde;2
Conecta+;Suporte Wi-Fi;Sumaré;20269802821;16/02/2026 14:24:03;Pendente;17/02/2026 05:24:03;Kevyn Ferrezin;OLT-ZTE-10;Sumaré;Suporte Wi-Fi;Chuva Forte/Segurança;Tarde;2
FiberTech;Troca de Tecnologia;Americana;20269880686;15/02/2026 23:59:03;Pendente;16/02/2026 21:59:03;Ana Souza;OLT-NOKIA-10;Americana;Troca de Tecnologia;Cliente Ausente;Manhã;2
FiberTech;Mudança de Endereço;Campinas;20264418690;14/02/2026 23:42:03;Pendente;15/02/2026 22:42:03;Maria Oliveira;OLT-HUAWEI-3;Campinas;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Tarde;3
FiberTech;Troca de Tecnologia;Paulínia;20266214632;18/02/2026 07:20:03;Pendente;18/02/2026 21:50:03;João Silva;OLT-HUAWEI-8;Paulínia;Troca de Tecnologia;Cliente Ausente;Tarde;0
Horizon Telecom;Reparo de Fibra;Paulínia;20267174578;18/02/2026 18:56:03;Pendente;18/02/2026 21:50:03;Carlos Santos;OLT-ZTE-1;Paulínia;Reparo de Fibra;Chuva Forte/Segurança;Manhã;0
Horizon Telecom;Instalação Nova;Campinas;20267052898;14/02/2026 12:09:03;Pendente;15/02/2026 09:09:03;Carlos Santos;OLT-NOKIA-7;Campinas;Instalação Nova;Chuva Forte/Segurança;Manhã;4
FiberTech;Suporte Wi-Fi;Campinas;20264836348;16/02/2026 12:36:03;Pendente;16/02/2026 21:36:03;Kevyn Ferrezin;OLT-NOKIA-3;Campinas;Suporte Wi-Fi;Dificuldade Técnica (Poste/Tubulação);Tarde;2
Horizon Telecom;Mudança de Endereço;Valinhos;20264457195;14/02/2026 01:15:03;Pendente;14/02/2026 14:15:03;Carlos Santos;OLT-NOKIA-8;Valinhos;Mudança de Endereço;Chuva Forte/Segurança;Manhã;4
Conecta+;Reparo de Fibra;Hortolândia;20261858104;16/02/2026 19:57:03;Pendente;17/02/2026 16:57:03;Ana Souza;OLT-NOKIA-3;Hortolândia;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Manhã;2
Horizon Telecom;Mudança de Endereço;Valinhos;20261501908;18/02/2026 01:20:03;Pendente;18/02/2026 08:20:03;Kevyn Ferrezin;OLT-HUAWEI-7;Valinhos;Mudança de Endereço;Equipamento Defeituoso;Manhã;0
Horizon Telecom;Troca de Tecnologia;Sumaré;20266095540;16/02/2026 10:15:03;Pendente;16/02/2026 18:15:03;João Silva;OLT-ZTE-9;Sumaré;Troca de Tecnologia;Cliente Ausente;Tarde;2
Horizon Telecom;Mudança de Endereço;Valinhos;20266341040;18/02/2026 12:38:03;Pendente;18/02/2026 15:38:03;João Silva;OLT-NOKIA-4;Valinhos;Mudança de Endereço;Chuva Forte/Segurança;Manhã;0
FiberTech;Instalação Nova;Hortolândia;20261357460;13/02/2026 11:22:03;Pendente;14/02/2026 10:22:03;Maria Oliveira;OLT-ZTE-8;Hortolândia;Instalação Nova;Cliente Ausente;Tarde;5
Horizon Telecom;Suporte Wi-Fi;Americana;20264234934;14/02/2026 12:50:03;Pendente;15/02/2026 05:50:03;Maria Oliveira;OLT-NOKIA-3;Americana;Suporte Wi-Fi;Equipamento Defeituoso;Manhã;4
FiberTech;Instalação Nova;Valinhos;20261207945;13/02/2026 07:29:03;Pendente;14/02/2026 03:29:03;João Silva;OLT-NOKIA-3;Valinhos;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Manhã;5
Conecta+;Instalação Nova;Hortolândia;20268282152;13/02/2026 08:08:03;Pendente;13/02/2026 17:08:03;Ana Souza;OLT-HUAWEI-3;Hortolândia;Instalação Nova;Cliente Ausente;Tarde;5
Horizon Telecom;Troca de Tecnologia;Paulínia;20266631820;17/02/2026 22:58:03;Pendente;18/02/2026 15:58:03;Carlos Santos;OLT-NOKIA-5;Paulínia;Troca de Tecnologia;Equipamento Defeituoso;Tarde;0
FiberTech;Suporte Wi-Fi;Paulínia;20269042458;17/02/2026 23:51:03;Pendente;18/02/2026 21:50:03;Carlos Santos;OLT-NOKIA-3;Paulínia;Suporte Wi-Fi;Equipamento Defeituoso;Manhã;0
Horizon Telecom;Reparo de Fibra;Valinhos;20263631694;16/02/2026 08:15:03;Pendente;17/02/2026 07:15:03;Carlos Santos;OLT-ZTE-9;Valinhos;Reparo de Fibra;Falta de Tempo/Janela;Tarde;2
Horizon Telecom;Troca de Tecnologia;Americana;20268851955;14/02/2026 17:49:03;Pendente;15/02/2026 06:49:03;Maria Oliveira;OLT-HUAWEI-2;Americana;Troca de Tecnologia;Falta de Tempo/Janela;Manhã;4
Horizon Telecom;Reparo de Fibra;Americana;20269861476;08/02/2026 16:03:03;Pendente;09/02/2026 03:03:03;Ana Souza;OLT-ZTE-8;Americana;Reparo de Fibra;Equipamento Defeituoso;Manhã;10
FiberTech;Suporte Wi-Fi;Campinas;20263427721;15/02/2026 21:39:03;Pendente;16/02/2026 18:39:03;Carlos Santos;OLT-ZTE-5;Campinas;Suporte Wi-Fi;Cliente Ausente;Manhã;3
FiberTech;Suporte Wi-Fi;Campinas;20263493748;16/02/2026 06:42:03;Pendente;16/02/2026 19:42:03;Maria Oliveira;OLT-ZTE-9;Campinas;Suporte Wi-Fi;Falta de Tempo/Janela;Tarde;2
FiberTech;Instalação Nova;Valinhos;20261950944;18/02/2026 04:14:03;Pendente;18/02/2026 13:14:03;Carlos Santos;OLT-ZTE-8;Valinhos;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Manhã;0
Conecta+;Suporte Wi-Fi;Americana;20262935997;07/02/2026 17:15:03;Pendente;08/02/2026 10:15:03;Carlos Santos;OLT-NOKIA-8;Americana;Suporte Wi-Fi;Chuva Forte/Segurança;Manhã;11
Conecta+;Troca de Tecnologia;Paulínia;20265676525;17/02/2026 05:58:03;Pendente;17/02/2026 21:58:03;Ana Souza;OLT-HUAWEI-10;Paulínia;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;1
FiberTech;Mudança de Endereço;Paulínia;20269059514;16/02/2026 22:11:03;Pendente;17/02/2026 08:11:03;Ana Souza;OLT-ZTE-8;Paulínia;Mudança de Endereço;Cliente Ausente;Manhã;1
FiberTech;Suporte Wi-Fi;Valinhos;20264514967;18/02/2026 20:42:03;Pendente;18/02/2026 21:50:03;Carlos Santos;OLT-ZTE-7;Valinhos;Suporte Wi-Fi;Chuva Forte/Segurança;Manhã;0
Horizon Telecom;Mudança de Endereço;Americana;20265626922;18/02/2026 16:02:03;Pendente;18/02/2026 21:50:03;Ana Souza;OLT-ZTE-2;Americana;Mudança de Endereço;Dificuldade Técnica (Poste/Tubulação);Tarde;0
FiberTech;Reparo de Fibra;Hortolândia;20264965333;16/02/2026 17:04:03;Pendente;16/02/2026 23:04:03;Maria Oliveira;OLT-NOKIA-9;Hortolândia;Reparo de Fibra;Chuva Forte/Segurança;Manhã;2
Horizon Telecom;Instalação Nova;Campinas;20269469494;16/02/2026 23:43:03;Pendente;17/02/2026 16:43:03;Ana Souza;OLT-ZTE-10;Campinas;Instalação Nova;Chuva Forte/Segurança;Manhã;1
Conecta+;Troca de Tecnologia;Sumaré;20267138388;17/02/2026 16:08:03;Pendente;18/02/2026 13:08:03;Ana Souza;OLT-HUAWEI-9;Sumaré;Troca de Tecnologia;Equipamento Defeituoso;Tarde;1
FiberTech;Suporte Wi-Fi;Sumaré;20265017612;11/02/2026 13:57:03;Pendente;12/02/2026 12:57:03;Ana Souza;OLT-NOKIA-9;Sumaré;Suporte Wi-Fi;Cliente Ausente;Tarde;7
Horizon Telecom;Troca de Tecnologia;Sumaré;20263743675;18/02/2026 05:19:03;Pendente;18/02/2026 21:50:03;Carlos Santos;OLT-NOKIA-3;Sumaré;Troca de Tecnologia;Dificuldade Técnica (Poste/Tubulação);Manhã;0
Horizon Telecom;Suporte Wi-Fi;Valinhos;20265906462;15/02/2026 23:16:03;Pendente;16/02/2026 07:16:03;Kevyn Ferrezin;OLT-ZTE-10;Valinhos;Suporte Wi-Fi;Cliente Ausente;Manhã;2
Conecta+;Instalação Nova;Paulínia;20265023269;18/02/2026 03:05:03;Pendente;18/02/2026 06:05:03;Maria Oliveira;OLT-HUAWEI-1;Paulínia;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Manhã;0
Horizon Telecom;Troca de Tecnologia;Americana;20261732610;18/02/2026 09:44:03;Pendente;18/02/2026 20:44:03;Ana Souza;OLT-HUAWEI-3;Americana;Troca de Tecnologia;Cliente Ausente;Manhã;0
FiberTech;Suporte Wi-Fi;Campinas;20263486809;14/02/2026 11:00:03;Pendente;14/02/2026 17:00:03;Ana Souza;OLT-HUAWEI-5;Campinas;Suporte Wi-Fi;Cliente Ausente;Manhã;4
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20267701966;17/02/2026 23:35:03;Pendente;18/02/2026 19:35:03;Ana Souza;OLT-ZTE-5;Hortolândia;Suporte Wi-Fi;Dificuldade Técnica (Poste/Tubulação);Manhã;0
Conecta+;Suporte Wi-Fi;Hortolândia;20263460600;15/02/2026 22:59:03;Pendente;16/02/2026 08:59:03;Maria Oliveira;OLT-NOKIA-5;Hortolândia;Suporte Wi-Fi;Falta de Tempo/Janela;Tarde;2
Horizon Telecom;Mudança de Endereço;Paulínia;20263698600;18/02/2026 10:16:03;Pendente;18/02/2026 21:50:03;João Silva;OLT-HUAWEI-5;Paulínia;Mudança de Endereço;Chuva Forte/Segurança;Manhã;0
Conecta+;Troca de Tecnologia;Sumaré;20263653626;17/02/2026 13:04:03;Pendente;18/02/2026 00:04:03;Kevyn Ferrezin;OLT-ZTE-10;Sumaré;Troca de Tecnologia;Falta de Tempo/Janela;Tarde;1
Horizon Telecom;Suporte Wi-Fi;Americana;20263425489;16/02/2026 19:58:03;Pendente;16/02/2026 21:58:03;Kevyn Ferrezin;OLT-ZTE-5;Americana;Suporte Wi-Fi;Cliente Ausente;Manhã;2
Conecta+;Suporte Wi-Fi;Campinas;20262387712;15/02/2026 15:06:03;Pendente;16/02/2026 09:06:03;Kevyn Ferrezin;OLT-ZTE-7;Campinas;Suporte Wi-Fi;Dificuldade Técnica (Poste/Tubulação);Manhã;3
Conecta+;Reparo de Fibra;Americana;20267006462;18/02/2026 13:43:03;Pendente;18/02/2026 21:50:03;Ana Souza;OLT-ZTE-4;Americana;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Tarde;0
Conecta+;Reparo de Fibra;Paulínia;20265606979;17/02/2026 09:17:03;Pendente;17/02/2026 18:17:03;Maria Oliveira;OLT-ZTE-5;Paulínia;Reparo de Fibra;Cliente Ausente;Manhã;1
FiberTech;Instalação Nova;Americana;20266092668;17/02/2026 12:58:03;Pendente;18/02/2026 09:58:03;João Silva;OLT-ZTE-10;Americana;Instalação Nova;Equipamento Defeituoso;Tarde;1
FiberTech;Suporte Wi-Fi;Campinas;20267679899;16/02/2026 04:41:03;Pendente;16/02/2026 08:41:03;Ana Souza;OLT-HUAWEI-10;Campinas;Suporte Wi-Fi;Cliente Ausente;Manhã;2
FiberTech;Troca de Tecnologia;Americana;20262807511;18/02/2026 01:36:03;Pendente;18/02/2026 21:50:03;Kevyn Ferrezin;OLT-HUAWEI-6;Americana;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;0
FiberTech;Troca de Tecnologia;Americana;20263203410;17/02/2026 07:06:03;Pendente;17/02/2026 22:06:03;Maria Oliveira;OLT-NOKIA-7;Americana;Troca de Tecnologia;Equipamento Defeituoso;Tarde;1
Conecta+;Troca de Tecnologia;Sumaré;20262234885;18/02/2026 03:47:03;Pendente;18/02/2026 11:47:03;João Silva;OLT-ZTE-1;Sumaré;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;0
Conecta+;Mudança de Endereço;Campinas;20264257267;03/02/2026 18:00:03;Pendente;04/02/2026 02:00:03;Maria Oliveira;OLT-HUAWEI-6;Campinas;Mudança de Endereço;Falta de Tempo/Janela;Manhã;15
Horizon Telecom;Mudança de Endereço;Paulínia;20261954360;18/02/2026 12:22:03;Pendente;18/02/2026 19:22:03;Kevyn Ferrezin;OLT-NOKIA-6;Paulínia;Mudança de Endereço;Chuva Forte/Segurança;Tarde;0
FiberTech;Mudança de Endereço;Paulínia;20265465599;08/02/2026 05:04:03;Pendente;08/02/2026 16:04:03;Kevyn Ferrezin;OLT-ZTE-2;Paulínia;Mudança de Endereço;Equipamento Defeituoso;Manhã;10
Conecta+;Reparo de Fibra;Campinas;20261237930;08/02/2026 08:22:03;Pendente;08/02/2026 22:22:03;Kevyn Ferrezin;OLT-HUAWEI-9;Campinas;Reparo de Fibra;Falta de Tempo/Janela;Tarde;10
Conecta+;Troca de Tecnologia;Hortolândia;20269937817;16/02/2026 02:43:03;Pendente;16/02/2026 18:43:03;Ana Souza;OLT-ZTE-1;Hortolândia;Troca de Tecnologia;Cliente Ausente;Tarde;2
FiberTech;Reparo de Fibra;Valinhos;20268483687;12/02/2026 17:38:03;Pendente;13/02/2026 16:38:03;João Silva;OLT-ZTE-3;Valinhos;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Manhã;6
FiberTech;Reparo de Fibra;Hortolândia;20265469429;15/02/2026 23:45:03;Pendente;16/02/2026 11:45:03;João Silva;OLT-HUAWEI-5;Hortolândia;Reparo de Fibra;Falta de Tempo/Janela;Manhã;2
Conecta+;Reparo de Fibra;Paulínia;20268999261;14/02/2026 13:55:03;Pendente;15/02/2026 09:55:03;Kevyn Ferrezin;OLT-NOKIA-6;Paulínia;Reparo de Fibra;Equipamento Defeituoso;Tarde;4
Horizon Telecom;Troca de Tecnologia;Paulínia;20261098381;18/02/2026 15:53:03;Pendente;18/02/2026 21:50:03;Carlos Santos;OLT-HUAWEI-8;Paulínia;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;0
Horizon Telecom;Mudança de Endereço;Hortolândia;20266078204;13/02/2026 06:47:03;Pendente;14/02/2026 06:47:03;Kevyn Ferrezin;OLT-ZTE-3;Hortolândia;Mudança de Endereço;Cliente Ausente;Manhã;5
Horizon Telecom;Reparo de Fibra;Campinas;20266300576;11/02/2026 17:33:03;Pendente;12/02/2026 10:33:03;Carlos Santos;OLT-NOKIA-4;Campinas;Reparo de Fibra;Cliente Ausente;Manhã;7
Horizon Telecom;Instalação Nova;Americana;20263161840;17/02/2026 20:24:03;Pendente;18/02/2026 19:24:03;Maria Oliveira;OLT-NOKIA-9;Americana;Instalação Nova;Dificuldade Técnica (Poste/Tubulação);Tarde;1
Conecta+;Suporte Wi-Fi;Americana;20263449510;10/02/2026 12:12:03;Pendente;11/02/2026 10:12:03;João Silva;OLT-NOKIA-8;Americana;Suporte Wi-Fi;Falta de Tempo/Janela;Tarde;8
FiberTech;Mudança de Endereço;Hortolândia;20268065119;16/02/2026 13:06:03;Pendente;17/02/2026 07:06:03;Carlos Santos;OLT-ZTE-5;Hortolândia;Mudança de Endereço;Chuva Forte/Segurança;Manhã;2
FiberTech;Suporte Wi-Fi;Sumaré;20266532230;16/02/2026 05:27:03;Pendente;16/02/2026 22:27:03;Carlos Santos;OLT-ZTE-9;Sumaré;Suporte Wi-Fi;Cliente Ausente;Tarde;2
FiberTech;Troca de Tecnologia;Campinas;20266555671;17/02/2026 23:25:03;Pendente;18/02/2026 21:25:03;Ana Souza;OLT-HUAWEI-8;Campinas;Troca de Tecnologia;Falta de Tempo/Janela;Tarde;0
Horizon Telecom;Instalação Nova;Campinas;20262595720;17/02/2026 14:53:03;Pendente;17/02/2026 17:53:03;Kevyn Ferrezin;OLT-NOKIA-10;Campinas;Instalação Nova;Chuva Forte/Segurança;Manhã;1
Horizon Telecom;Reparo de Fibra;Campinas;20268246156;18/02/2026 00:33:03;Pendente;18/02/2026 16:33:03;Ana Souza;OLT-ZTE-1;Campinas;Reparo de Fibra;Falta de Tempo/Janela;Tarde;0
Horizon Telecom;Troca de Tecnologia;Paulínia;20263546143;15/02/2026 17:34:03;Pendente;16/02/2026 05:34:03;Carlos Santos;OLT-ZTE-9;Paulínia;Troca de Tecnologia;Chuva Forte/Segurança;Tarde;3
FiberTech;Reparo de Fibra;Hortolândia;20262212959;06/02/2026 15:13:03;Pendente;07/02/2026 15:13:03;Ana Souza;OLT-HUAWEI-7;Hortolândia;Reparo de Fibra;Dificuldade Técnica (Poste/Tubulação);Tarde;12
FiberTech;Troca de Tecnologia;Hortolândia;20262017254;14/02/2026 21:35:03;Pendente;15/02/2026 09:35:03;Carlos Santos;OLT-ZTE-1;Hortolândia;Troca de Tecnologia;Cliente Ausente;Manhã;4
Horizon Telecom;Troca de Tecnologia;Paulínia;20264594485;17/02/2026 12:47:03;Pendente;17/02/2026 21:47:03;Ana Souza;OLT-HUAWEI-3;Paulínia;Troca de Tecnologia;Falta de Tempo/Janela;Tarde;1
